id,longitude,latitude,area,geometry
84,-122.06539585745995,37.90809434301147,10077.663264931269,POINT (-122.0653958574599 37.90809434301147)
85,-122.0649641415348,37.90850137419885,2458.389968871882,POINT (-122.0649641415348 37.90850137419885)
86,-122.06573970480581,37.908534546346495,5925.469388427823,POINT (-122.0657397048058 37.90853454634649)
89,-122.06342289251951,37.908645721540005,80884.30480382485,POINT (-122.0634228925195 37.90864572154)
90,-122.06531657917549,37.9106270059545,4319.821842135596,POINT (-122.0653165791755 37.9106270059545)
91,-122.0640475138272,37.910904314082266,43713.81468307931,POINT (-122.0640475138272 37.91090431408227)
92,-122.06460319409662,37.909975761973044,629.6713730957142,POINT (-122.0646031940966 37.90997576197304)
304,-122.0728902896547,37.692621285009864,1584.159173140984,POINT (-122.0728902896547 37.69262128500986)
305,-122.07288651454606,37.69235901276885,7026.8818299731975,POINT (-122.0728865145461 37.69235901276885)
306,-122.07373037419205,37.690661593114044,8086.684488178452,POINT (-122.0737303741921 37.69066159311404)
307,-122.08168387328179,37.690440022173306,516071.0491924742,POINT (-122.0816838732818 37.69044002217331)
330,-122.27122192851878,37.84656660709283,2435.9212450556856,POINT (-122.2712219285188 37.84656660709283)
331,-122.27185221990759,37.84638204229353,11622.47380124746,POINT (-122.2718522199076 37.84638204229353)
332,-122.27217907209759,37.84691721816006,1258.5213996617729,POINT (-122.2721790720976 37.84691721816006)
333,-122.27258046868248,37.847777147957096,28608.045390164967,POINT (-122.2725804686825 37.8477771479571)
338,-122.10391427318308,37.69650667933721,15090.760677960569,POINT (-122.1039142731831 37.69650667933721)
339,-122.10432085116095,37.6962809408778,3412.0779649539672,POINT (-122.1043208511609 37.6962809408778)
340,-122.1045856999533,37.69970292639515,115483.74862448462,POINT (-122.1045856999533 37.69970292639515)
341,-122.10578754253969,37.69793288573597,3693.961896068425,POINT (-122.1057875425397 37.69793288573597)
342,-122.10643088779531,37.69770475174128,65716.8027485739,POINT (-122.1064308877953 37.69770475174128)
345,-122.10666330618004,37.70018474789804,35904.810633770976,POINT (-122.10666330618 37.70018474789804)
346,-122.10735310113502,37.69966798176024,3970.471276085127,POINT (-122.107353101135 37.69966798176024)
412,-121.92315839861297,37.79848239753668,16024.453659123816,POINT (-121.923158398613 37.79848239753668)
413,-121.92468276394399,37.79951455575315,8484.77670937656,POINT (-121.924682763944 37.79951455575315)
414,-121.92452841200158,37.79793292588646,193.9763931454269,POINT (-121.9245284120016 37.79793292588646)
516,-122.26850541298212,37.85879471538671,14048.572808525078,POINT (-122.2685054129821 37.85879471538671)
517,-122.26753895135236,37.85896145980095,2843.429012025484,POINT (-122.2675389513524 37.85896145980095)
541,-122.09813307001845,37.66424999109033,901693.0441239113,POINT (-122.0981330700184 37.66424999109033)
571,-122.2478024526516,37.812886864075544,30118.513363130685,POINT (-122.2478024526516 37.81288686407554)
572,-122.25051497138924,37.814648690351895,196676.8966812213,POINT (-122.2505149713892 37.81464869035189)
599,-121.95986452406004,37.783948914611614,529.7296690415363,POINT (-121.95986452406 37.78394891461161)
618,-122.0868074292207,37.69495849390786,1464.3015609858396,POINT (-122.0868074292207 37.69495849390786)
619,-122.08648303056965,37.697767677082425,93555.77001544961,POINT (-122.0864830305697 37.69776767708242)
620,-122.08722154721994,37.69797421602024,4846.404377044049,POINT (-122.0872215472199 37.69797421602024)
623,-122.0880206124445,37.70082867170059,949.2956801138612,POINT (-122.0880206124445 37.70082867170059)
624,-122.08680587211443,37.70220659495705,52298.76968157582,POINT (-122.0868058721144 37.70220659495705)
625,-122.08845093651922,37.70198898966436,1923.3360204917535,POINT (-122.0884509365192 37.70198898966436)
628,-122.08616623104992,37.704145712682454,203510.8964332284,POINT (-122.0861662310499 37.70414571268245)
629,-122.08901121401638,37.70338210390379,631.0458980790188,POINT (-122.0890112140164 37.70338210390379)
630,-122.08938367101713,37.70454238632264,1191.9441121936536,POINT (-122.0893836710171 37.70454238632264)
636,-122.11624771936062,37.71434274998167,40146.87061943025,POINT (-122.1162477193606 37.71434274998167)
641,-122.09056549108242,37.70973132834376,31336.994162679726,POINT (-122.0905654910824 37.70973132834376)
642,-122.09207698076582,37.70961667134821,1239.4937447389161,POINT (-122.0920769807658 37.70961667134821)
645,-122.09226247070038,37.711386268025024,59463.68447111745,POINT (-122.0922624707004 37.71138626802502)
646,-122.09283107532984,37.71006456461549,670.8672928778777,POINT (-122.0928310753298 37.71006456461549)
647,-122.09347674816988,37.71041859566978,870.5478199545176,POINT (-122.0934767481699 37.71041859566978)
650,-122.09736063536472,37.713011946741545,16067.797013769707,POINT (-122.0973606353647 37.71301194674155)
651,-122.09768244935127,37.712711100407574,2025.8846635198886,POINT (-122.0976824493513 37.71271110040757)
654,-122.10185672428591,37.71430976685009,9120.276679040771,POINT (-122.1018567242859 37.71430976685009)
656,-122.11144404209557,37.71115696404982,1550419.849456162,POINT (-122.1114440420956 37.71115696404982)
657,-122.09502706916702,37.71169671089584,23057.175274556743,POINT (-122.095027069167 37.71169671089584)
658,-122.0943971040952,37.710900935485625,950.0772231238423,POINT (-122.0943971040952 37.71090093548563)
659,-122.095838721126,37.711658956364595,1739.9904855202094,POINT (-122.095838721126 37.71165895636459)
660,-122.08984121504434,37.70594677878117,1230.9673036587687,POINT (-122.0898412150443 37.70594677878117)
661,-122.08836832353985,37.70832986800745,121478.89545556686,POINT (-122.0883683235399 37.70832986800745)
662,-122.09012220099108,37.706799322578654,715.5569140603076,POINT (-122.0901222009911 37.70679932257865)
663,-122.0906392153059,37.70839836561608,1246.726801227746,POINT (-122.0906392153059 37.70839836561608)
664,-122.09032773594116,37.70745335282841,695.6621469700261,POINT (-122.0903277359412 37.70745335282841)
665,-122.09123346453552,37.709110266408025,891.7792571175012,POINT (-122.0912334645355 37.70911026640803)
679,-121.95822610460594,37.786918581869564,491.8960757800169,POINT (-121.9582261046059 37.78691858186956)
682,-122.26559958411322,37.859156900039046,24294.965579735566,POINT (-122.2655995841132 37.85915690003905)
683,-122.26703644914764,37.85946089726922,419.4400999127537,POINT (-122.2670364491476 37.85946089726922)
692,-122.19250560833069,37.80821978915422,1540884.3509479754,POINT (-122.1925056083307 37.80821978915422)
693,-122.19687972140808,37.81094626511359,692.3436703695863,POINT (-122.1968797214081 37.81094626511359)
700,-122.3167452428727,37.92180559837454,31080.20590346917,POINT (-122.3167452428727 37.92180559837454)
